"gene_id"	"logFC.x"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"contrast"	"gene.x"	"genename"	"entrez.x"	"type.x"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene.y"	"entrez.y"	"type.y"	"tx_id"	"Length"	"EffectiveLength"	"Overdispersion"	"logFC.y"	"logCPM"	"F"	"PValue"	"FDR"	"Results"	"tx_version"	"NIF_dEJ"	"NIF_uORF"	"NIF_long_3utr"	"NIF|__|GC(cds[-10:termination_codon])"	"GC_5utr"	"GC_cds"	"GC_3utr"	"GC_exons"	"GC_introns"	"LENGTH_5utr"	"LENGTH_cds"	"LENGTH_3utr"	"LENGTH_exons"	"LENGTH_introns"	"EXONS_count"	"dEJs|__|penultimate-exon>=55(nts)"	"uORFs|__|count"	"uORFs|__|gc-content"	"uORFs|__|lengths"	"uORFs|__|max-length"	"nif_feature"	"tx_biotype"	"nif"	"mgis"
"31"	"ENSMUSG00000059714"	0.616048916009891	5.78449223327941	11.5887292039788	4.4723711128588e-09	5.34522068389586e-07	11.0885348499264	"UPF3B_vs_Control"	"Flot1"	"flotillin 1"	"14251"	"protein-coding"	1539.74704431398	0.466842882663981	0.101105830276446	4.61736856705026	3.88636669368438e-06	0.000187224772175358	"Flot1"	"14251"	"protein-coding"	"ENSMUST00000001569"	1825	1552.094	1.30595476666063	0.645574683977929	5.50585319908619	141.868442839353	7.09301623685723e-12	3.22598259581419e-09	1	"ENSMUST00000001569.15"	"0"	"1"	"0"	0.6	0.692307692307692	0.572649572649573	0.547619047619048	"[0.6985294117647058, 0.5263157894736842, 0.6052631578947368, 0.5384615384615384, 0.5833333333333334, 0.45, 0.53125, 0.5620915032679739, 0.6703296703296703, 0.6304347826086957, 0.6086956521739131, 0.5818181818181818, 0.5333333333333333]"	"[0.6262295081967213, 0.5855513307984791, 0.5, 0.5867346938775511, 0.5284552845528455, 0.5146443514644351, 0.6066350710900474, 0.4668522267206478, 0.5957446808510638, 0.5214723926380368, 0.5629139072847682, 0.4767691208005718]"	286	1287	252	"[272, 57, 76, 91, 144, 120, 96, 153, 182, 46, 138, 165, 285]"	"[305, 263, 76, 196, 123, 478, 211, 3952, 94, 489, 151, 1399]"	13	NA	1	"[0.6111111111111112]"	"[36]"	36	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1100500"
"32"	"ENSMUSG00000059714"	0.616048916009891	5.78449223327941	11.5887292039788	4.4723711128588e-09	5.34522068389586e-07	11.0885348499264	"UPF3B_vs_Control"	"Flot1"	"flotillin 1"	"14251"	"protein-coding"	1539.74704431398	0.466842882663981	0.101105830276446	4.61736856705026	3.88636669368438e-06	0.000187224772175358	"Flot1"	"14251"	"protein-coding"	"ENSMUST00000173628"	948	675.134	2.43646898551329	0.79827810494797	2.07212465505837	26.209065873471	2.64070933665956e-05	0.00112713404877462	1	"ENSMUST00000173628.8"	"1"	"0"	"0"	0.6	0.656716417910448	0.569105691056911	0.571635311143271	"[0.6666666666666666, 0.5263157894736842, 0.6052631578947368, 0.5833333333333334, 0.45, 0.53125, 0.5620915032679739, 0.6703296703296703]"	"[0.6262295081967213, 0.5855513307984791, 0.5564738292011019, 0.5284552845528455, 0.5146443514644351, 0.6066350710900474, 0.4668522267206478]"	134	123	691	"[120, 57, 76, 144, 120, 96, 153, 182]"	"[305, 263, 363, 123, 478, 211, 3952]"	8	509	0	""	""	NA	"One"	"nonsense_mediated_decay"	"NIF+"	"MGI:MGI:1100500"
"33"	"ENSMUSG00000032359"	0.818341826796996	3.48505248952407	11.2442270978858	6.83123676106929e-09	7.35609217954353e-07	10.8068693732835	"UPF3B_vs_Control"	"Ctsh"	"cathepsin H"	"13036"	"protein-coding"	356.77462392639	0.66687773667604	0.191534354853226	3.48176564557869	0.000498119431678501	0.0102772083991215	"Ctsh"	"13036"	"protein-coding"	"ENSMUST00000034915"	1617	1344.094	10.1189268031453	0.81976492236902	0.577195523944348	17.2121590980828	0.000330860576865904	0.00832909962660027	1	"ENSMUST00000034915.15"	"0"	"1"	"0"	0.3	0.607773851590106	0.49500998003992	0.481927710843373	"[0.6277173913043478, 0.3125, 0.46226415094339623, 0.39436619718309857, 0.4857142857142857, 0.5862068965517241, 0.5535714285714286, 0.5121951219512195, 0.42028985507246375, 0.4672897196261682, 0.4603174603174603, 0.4852941176470588]"	"[0.4433607118412047, 0.47619047619047616, 0.4734432234432234, 0.4725274725274725, 0.5381526104417671, 0.5125313283208021, 0.5041165294490184, 0.49691358024691357, 0.49177877428998507, 0.4751869476546567, 0.4752906976744186]"	283	1002	332	"[368, 32, 106, 71, 105, 87, 56, 82, 69, 107, 126, 408]"	"[5844, 1008, 1092, 1365, 249, 798, 1579, 1296, 3345, 2942, 688]"	12	NA	3	"[0.5454545454545454, 0.5833333333333334, 0.5897435897435898]"	"[99, 60, 39]"	99	"One"	"protein_coding"	"NIF+"	"MGI:MGI:107285"
"34"	"ENSMUSG00000029186"	0.632222528163715	4.57596957013254	11.0236962703412	9.00796900342226e-09	8.82618656587572e-07	10.4432426749616	"UPF3B_vs_Control"	"Pi4k2b"	"phosphatidylinositol 4-kinase type 2 beta"	"67073"	"protein-coding"	2733.87649279879	0.313953360280917	0.0908830656503191	3.45447590301236	0.000551363485745181	0.01105400248997	"Pi4k2b"	"67073"	"protein-coding"	"ENSMUST00000031081"	3139	2866.094	1.18128974451622	0.530513151971976	5.71196119965266	77.4960741712314	3.52697989958301e-09	7.14702317968472e-07	1	"ENSMUST00000031081.11"	"0"	"1"	"1"	0.6	0.772413793103448	0.486524822695035	0.347853535353535	"[0.7518987341772152, 0.34306569343065696, 0.48756218905472637, 0.4318181818181818, 0.42207792207792205, 0.35294117647058826, 0.35, 0.373134328358209, 0.43333333333333335, 0.36973833902161546]"	"[0.41640625, 0.37678401522359656, 0.4061990212071778, 0.3852140077821012, 0.44556596971881757, 0.3868579361406756, 0.4337256908904811, 0.39115168539325845, 0.4242781378903948]"	145	1410	1584	"[395, 137, 201, 132, 154, 68, 100, 134, 60, 1758]"	"[6400, 2102, 613, 1542, 1387, 2161, 3908, 1424, 5091]"	10	NA	1	"[0.7222222222222222]"	"[36]"	36	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:1914323"
"35"	"ENSMUSG00000029186"	0.632222528163715	4.57596957013254	11.0236962703412	9.00796900342226e-09	8.82618656587572e-07	10.4432426749616	"UPF3B_vs_Control"	"Pi4k2b"	"phosphatidylinositol 4-kinase type 2 beta"	"67073"	"protein-coding"	2733.87649279879	0.313953360280917	0.0908830656503191	3.45447590301236	0.000551363485745181	0.01105400248997	"Pi4k2b"	"67073"	"protein-coding"	"ENSMUST00000131526"	656	383.58	3.03087897877326	1.75496054914243	-1.3833264341148	14.6621251221481	0.000754607152870454	0.0155139802051463	1	"ENSMUST00000131526.2"	"1"	"1"	"0"	0.4	0.734513274336283	0.703703703703704	0.47985347985348	"[0.7382920110192838, 0.48756218905472637, 0.41304347826086957]"	"[0.4056025002893853, 0.4061990212071778]"	113	270	273	"[363, 201, 92]"	"[8639, 613]"	3	181	1	"[0.7222222222222222]"	"[36]"	36	"Two"	"processed_transcript"	"NIF+"	"MGI:MGI:1914323"
"36"	"ENSMUSG00000022186"	0.716876051228311	7.78588583991355	10.6285542149212	1.49508650210346e-08	1.30084486375018e-06	9.81236625294113	"UPF3B_vs_Control"	"Oxct1"	"3-oxoacid CoA transferase 1"	"67041"	"protein-coding"	11598.0174231211	0.575715085060254	0.0841393813248107	6.84239741242891	7.78786748392371e-12	1.68014775892302e-09	"Oxct1"	"67041"	"protein-coding"	"ENSMUST00000110690"	3527	3254.094	1.34426088295327	0.723782218552337	8.92632296375539	203.176751200494	1.33007207801199e-13	1.06752628175029e-10	1	"ENSMUST00000110690.9"	"0"	"0"	"1"	0.3	0.7146529562982	0.486884197056942	0.408888888888889	"[0.7109207708779444, 0.46788990825688076, 0.42857142857142855, 0.4485294117647059, 0.56, 0.4953271028037383, 0.47540983606557374, 0.39814814814814814, 0.5478260869565217, 0.4631578947368421, 0.5306122448979592, 0.4794520547945205, 0.4605263157894737, 0.4888888888888889, 0.41975308641975306, 0.47058823529411764, 0.40940012368583795]"	"[0.4351961950059453, 0.4094076655052265, 0.42594573568024896, 0.42966961072947335, 0.426130389064143, 0.4337962962962963, 0.4161881235764011, 0.452863436123348, 0.3834788448623237, 0.3899237933954276, 0.4485453755970473, 0.4271523178807947, 0.40283445870742746, 0.4299826939717335, 0.4264705882352941, 0.41214321069130505]"	389	1563	1575	"[467, 109, 91, 136, 150, 107, 61, 108, 115, 95, 49, 73, 76, 90, 81, 102, 1617]"	"[8410, 1722, 10283, 6114, 3804, 2160, 31171, 1135, 1489, 2362, 4606, 604, 26954, 13868, 4692, 6061]"	17	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1914291"
"37"	"ENSMUSG00000005125"	0.782173070816659	5.19563083199914	10.4609381160193	1.86176112464717e-08	1.51108313370617e-06	9.64117436545593	"UPF3B_vs_Control"	"Ndrg1"	"N-myc downstream regulated gene 1"	"17988"	"protein-coding"	2477.36708779007	0.345380837854581	0.0961311458517039	3.59280891530597	0.00032713248253024	0.00731185305547321	"Ndrg1"	"17988"	"protein-coding"	"ENSMUST00000005256"	2889	2616.094	1.02817759454776	0.787647152420678	6.58768838893742	245.649085708482	1.52288029431555e-14	1.78103025963481e-11	1	"ENSMUST00000005256.14"	"0"	"0"	"1"	0.5	0.567741935483871	0.572995780590717	0.48030987734022	"[0.5766423357664233, 0.5555555555555556, 0.5, 0.5754716981132075, 0.5537190082644629, 0.49206349206349204, 0.6065573770491803, 0.5517241379310345, 0.5964912280701754, 0.5192307692307693, 0.5789473684210527, 0.5961538461538461, 0.4791666666666667, 0.5555555555555556, 0.5576923076923077, 0.503070910106086]"	"[0.5126801474695565, 0.4813780260707635, 0.487634458030707, 0.44468784227820374, 0.4632768361581921, 0.5203938115330521, 0.47183098591549294, 0.4859437751004016, 0.47138810198300285, 0.5169785169785169, 0.44751381215469616, 0.5217391304347826, 0.5093509350935094, 0.47282841249465124, 0.4413793103448276]"	155	1185	1549	"[137, 81, 36, 106, 121, 63, 61, 87, 57, 104, 57, 52, 48, 36, 52, 1791]"	"[8951, 1074, 10877, 1826, 1593, 711, 852, 996, 1765, 1443, 724, 621, 909, 2337, 2755]"	16	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1341799"
"38"	"ENSMUSG00000017446"	0.715937905406966	3.03773694272859	10.1280715038938	2.90138313264529e-08	2.14662877215307e-06	9.38254797129632	"UPF3B_vs_Control"	"C1qtnf1"	"C1q and tumor necrosis factor related protein 1"	"56745"	"protein-coding"	398.995453127292	0.892088906643753	0.2173627238565	4.10414854403784	4.0580667076422e-05	0.00131506266614356	"C1qtnf1"	"56745"	"protein-coding"	"ENSMUST00000017590"	2532	2259.094	1.14307074404111	0.715282900102779	4.15893942000773	87.3953685974086	1.08743819174582e-09	2.50068019678269e-07	1	"ENSMUST00000017590.9"	"0"	"0"	"1"	0.6	0.608108108108108	0.566193853427896	0.540942928039702	"[0.6142857142857143, 0.5911949685534591, 0.55, 0.5464632454923717]"	"[0.5187462804999008, 0.49924528301886795, 0.5043103448275862]"	74	846	1612	"[70, 159, 140, 2163]"	"[15123, 2650, 1160]"	4	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1919254"
"39"	"ENSMUSG00000030256"	0.719957901948579	3.20775775999452	9.9599962824502	3.64516532562932e-08	2.5413344924067e-06	9.13517957750946	"UPF3B_vs_Control"	"Bhlhe41"	"basic helix-loop-helix family, member e41"	"79362"	"protein-coding"	1136.07991944264	0.544331890827878	0.118356081560393	4.59910368484212	4.24312572900842e-06	0.000201477414998467	"Bhlhe41"	"79362"	"protein-coding"	"ENSMUST00000032386"	6133	5860.094	1.00914134137502	0.762184331754708	5.43498204911951	181.696600440458	4.66948558699902e-13	2.89600081110047e-10	1	"ENSMUST00000032386.11"	"0"	"0"	"1"	0.8	0.632302405498282	0.640713706407137	0.420915599913213	"[0.5949008498583569, 0.421875, 0.3888888888888889, 0.4107142857142857, 0.4710698689956332]"	"[0.5103448275862069, 0.43450479233226835, 0.4774774774774775, 0.5994897959183674]"	291	1233	4609	"[353, 64, 108, 112, 5496]"	"[145, 313, 333, 392]"	5	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1930704"
"40"	"ENSMUSG00000002996"	0.647367396014129	5.01764476901357	9.96891303070392	3.60103904413822e-08	2.52676778348692e-06	8.98492359264176	"UPF3B_vs_Control"	"Hbp1"	"high mobility group box transcription factor 1"	"73389"	"protein-coding"	4081.50978895031	0.483933970692428	0.0782686145340619	6.1829888464657	6.28991600890858e-10	7.90140841422895e-08	"Hbp1"	"73389"	"protein-coding"	"ENSMUST00000172314"	3142	2869.094	1.35713958981094	0.618773301523927	5.39554436810633	134.234004742456	1.28681705730714e-11	5.60354070284610e-09	1	"ENSMUST00000172314.9"	"0"	"1"	"1"	0.3	0.52	0.449715370018975	0.415857605177994	"[0.5235294117647059, 0.4945652173913043, 0.43231441048034935, 0.4647887323943662, 0.49107142857142855, 0.49557522123893805, 0.43312101910828027, 0.4, 0.4444444444444444, 0.4014084507042254, 0.41626794258373206]"	"[0.4360342875626718, 0.38591210114388924, 0.3840349483717236, 0.2708333333333333, 0.4, 0.38181818181818183, 0.3397190293742018, 0.3985538068906848, 0.36400817995910023, 0.3903345724907063]"	325	1581	1236	"[340, 184, 229, 142, 112, 113, 157, 145, 324, 142, 1254]"	"[6183, 3322, 2518, 336, 85, 2530, 783, 2351, 1956, 1076]"	11	NA	1	"[0.4444444444444444]"	"[45]"	45	"Two"	"protein_coding"	"NIF+"	"MGI:MGI:894659"
"41"	"ENSMUSG00000030638"	0.724362348843405	3.97371114885895	9.62838945309399	5.76718938400927e-08	3.65081143898645e-06	8.62442285107519	"UPF3B_vs_Control"	"Sh3gl3"	"SH3-domain GRB2-like 3"	"20408"	"protein-coding"	900.434067949708	0.367896089630585	0.095082446078681	3.86923249036052	0.000109178497329737	0.00303497873249387	"Sh3gl3"	"20408"	"protein-coding"	"ENSMUST00000177883"	1388	1115.094	1.30512580464266	0.705093036145335	3.85471994986445	76.2934328791261	4.10070020774964e-09	8.14825056329205e-07	1	"ENSMUST00000177883.8"	"1"	"0"	"0"	0.5	0.873949579831933	0.434343434343434	0.440709617180205	"[0.7926829268292683, 0.37681159420289856, 0.3972602739726027, 0.5434782608695652, 0.42424242424242425, 0.44025157232704404, 0.5576923076923077, 0.5, 0.40476190476190477]"	"[0.46600529726150497, 0.45834880554524077, 0.4915533580552122, 0.47225765306122447, 0.5140712945590994, 0.4866778221135281, 0.4605568445475638, 0.4653492774366314]"	119	198	1071	"[164, 69, 73, 46, 33, 159, 104, 110, 630]"	"[84572, 8079, 2427, 3136, 2132, 7769, 862, 21659]"	9	441	0	""	""	NA	"One"	"nonsense_mediated_decay"	"NIF+"	"MGI:MGI:700011"
"42"	"ENSMUSG00000021403"	1.62354746484455	1.35895373099944	9.69774519898757	5.23453900222344e-08	3.40903270587917e-06	8.34768454316121	"UPF3B_vs_Control"	"Serpinb9b"	"serine (or cysteine) peptidase inhibitor, clade B, member 9b"	"20706"	"protein-coding"	232.170105344305	0.867449286955133	0.279781004420177	3.10045811992437	0.00193221536115944	0.0268527595300291	"Serpinb9b"	"20706"	"protein-coding"	"ENSMUST00000006392"	3253	2980.094	1.01154656188035	1.59868713679651	3.33896861322057	132.488257414748	1.48054464340442e-11	6.24774576169824e-09	1	"ENSMUST00000006392.3"	"0"	"0"	"1"	0.3	0.497435897435897	0.458553791887125	0.427234927234927	"[0.4972972972972973, 0.4606741573033708, 0.45652173913043476, 0.4576271186440678, 0.43356643356643354, 0.4935897435897436, 0.43211991434689506]"	"[0.47163695299837927, 0.4163116250760803, 0.3361522198731501, 0.4120791020844468, 0.35797665369649806, 0.4085794655414909]"	195	1134	1924	"[185, 178, 138, 118, 143, 156, 2335]"	"[1851, 3286, 473, 1871, 2313, 1422]"	7	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:894668"
"43"	"ENSMUSG00000045934"	0.613532386253469	4.36623221986397	9.4089067116545	7.86356145252947e-08	4.4777012752728e-06	8.24255737163511	"UPF3B_vs_Control"	"Mtmr11"	"myotubularin related protein 11"	"194126"	"protein-coding"	1819.38088144101	0.544358985028	0.0876574980531064	6.21006755974493	5.29618268496869e-10	6.73837396995247e-08	"Mtmr11"	"194126"	"protein-coding"	"ENSMUST00000054356"	2778	2505.094	1.02124697336541	0.655437674583724	5.64432478657152	157.9019301046	2.20923283295718e-12	1.10281131160288e-09	1	"ENSMUST00000054356.16"	"0"	"1"	"0"	0.5	0.566137566137566	0.537803138373752	0.446502057613169	"[0.5882352941176471, 0.6153846153846154, 0.5491803278688525, 0.4098360655737705, 0.5734265734265734, 0.4810126582278481, 0.5220588235294118, 0.48863636363636365, 0.5280898876404494, 0.536, 0.4626865671641791, 0.5070422535211268, 0.592814371257485, 0.5229885057471264, 0.5027322404371585, 0.5816326530612245, 0.4565560821484992]"	"[0.5081081081081081, 0.40860215053763443, 0.4921259842519685, 0.5251798561151079, 0.45080091533180777, 0.4056603773584906, 0.4792626728110599, 0.4959349593495935, 0.5176470588235295, 0.40636182902584495, 0.4690721649484536, 0.5076923076923077, 0.5074074074074074, 0.46901172529313234, 0.4490358126721763, 0.46924829157175396]"	189	2103	486	"[255, 91, 122, 61, 143, 79, 136, 88, 89, 125, 67, 71, 167, 174, 183, 294, 633]"	"[370, 372, 254, 139, 437, 106, 217, 123, 85, 2515, 194, 455, 270, 597, 363, 439]"	17	NA	1	"[0.6458333333333334]"	"[48]"	48	"One"	"protein_coding"	"NIF+"	"MGI:MGI:2652817"
"44"	"ENSMUSG00000046603"	0.742776413701355	2.61156646697015	9.21790549480367	1.03431507914749e-07	5.54148315310745e-06	8.133540044385	"UPF3B_vs_Control"	"Tcaim"	"T cell activation inhibitor, mitochondrial"	"382117"	"protein-coding"	958.345181057959	0.524083965394591	0.111810261006284	4.68726180117886	2.76884675030629e-06	0.000143864058377171	"Tcaim"	"382117"	"protein-coding"	"ENSMUST00000052740"	3049	2776.094	2.11160839447565	0.818288181760793	2.74868445319852	59.0527752364281	4.45593437357349e-08	5.77198613017353e-06	1	"ENSMUST00000052740.14"	"0"	"0"	"1"	0.3	0.590062111801242	0.488235294117647	0.366715758468336	"[0.6066666666666667, 0.45714285714285713, 0.5367647058823529, 0.37579617834394907, 0.466403162055336, 0.5284552845528455, 0.6122448979591837, 0.5652173913043478, 0.502092050209205, 0.5151515151515151, 0.3764853033145716]"	"[0.43404808317089016, 0.4238274563505649, 0.3904649330181245, 0.4007168458781362, 0.4137233259749816, 0.42937149968886124, 0.39748201438848924, 0.4306772057252724, 0.34613077384523094, 0.4397031539888683]"	161	1530	1358	"[150, 70, 136, 157, 253, 123, 98, 92, 239, 132, 1599]"	"[3078, 2921, 2538, 4185, 5436, 1607, 556, 4681, 1667, 1078]"	11	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1196217"
"45"	"ENSMUSG00000003604"	0.678448216934092	6.46858252164351	9.41665152224721	7.77730816279727e-08	4.47544992479275e-06	8.11227537454534	"UPF3B_vs_Control"	"Aven"	"apoptosis, caspase activation inhibitor"	"74268"	"protein-coding"	4538.91753427662	0.557397267752182	0.0934115108689536	5.96711542899837	2.41484581394247e-09	2.78661975087966e-07	"Aven"	"74268"	"protein-coding"	"ENSMUST00000099588"	791	518.235	1.50317810061331	0.619447502888926	4.79436429144817	70.71427749388	8.45623234232321e-09	1.423820689166e-06	1	"ENSMUST00000099588.4"	"0"	"1"	"0"	0.4	0.45	0.507645259938838	0.705882352941177	"[0.474025974025974, 0.4507042253521127, 0.5104166666666666, 0.5133531157270029, 0.5338345864661654]"	"[0.4180243853932412, 0.43004359889021004, 0.44063324538258575, 0.42592592592592593]"	120	654	17	"[154, 71, 96, 337, 133]"	"[65367, 2523, 1895, 702]"	5	NA	2	"[0.4492753623188406, 0.45098039215686275]"	"[69, 51]"	69	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1921518"
"46"	"ENSMUSG00000003604"	0.678448216934092	6.46858252164351	9.41665152224721	7.77730816279727e-08	4.47544992479275e-06	8.11227537454534	"UPF3B_vs_Control"	"Aven"	"apoptosis, caspase activation inhibitor"	"74268"	"protein-coding"	4538.91753427662	0.557397267752182	0.0934115108689536	5.96711542899837	2.41484581394247e-09	2.78661975087966e-07	"Aven"	"74268"	"protein-coding"	"ENSMUST00000003705"	4735	4462.094	1.04533846410919	0.528163091302259	4.91295054419953	49.9528211306124	1.93564829842385e-07	1.95152442855624e-05	1	"ENSMUST00000003705.12"	"0"	"0"	"1"	0.4	0.777777777777778	0.569484936831876	0.442239739059527	"[0.8217054263565892, 0.4606741573033708, 0.4507042253521127, 0.5104166666666666, 0.5133531157270029, 0.4442687747035573]"	"[0.42801959675899753, 0.41964406887004985, 0.43004359889021004, 0.44063324538258575, 0.42592592592592593]"	27	1029	3679	"[258, 178, 71, 96, 337, 3795]"	"[21228, 110527, 2523, 1895, 702]"	6	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1921518"
"47"	"ENSMUSG00000021281"	0.728751011493708	6.42271739260177	9.22408452385348	1.02511984800569e-07	5.51940765688607e-06	7.83032905265285	"UPF3B_vs_Control"	"Tnfaip2"	"tumor necrosis factor, alpha-induced protein 2"	"21928"	"protein-coding"	3496.70257802543	0.666138818963952	0.0778847200918605	8.55288197965249	1.20052632729008e-17	7.00824898354512e-15	"Tnfaip2"	"21928"	"protein-coding"	"ENSMUST00000102745"	3762	3489.094	1.15859482315744	0.724874288083442	7.23950348800067	248.375300980593	1.34097272478291e-14	1.66333444071330e-11	1	"ENSMUST00000102745.10"	"0"	"0"	"1"	0.4	0.665217391304348	0.590077071290944	0.508928571428571	"[0.6604651162790698, 0.5549295774647888, 0.6909667194928685, 0.5478260869565217, 0.6097560975609756, 0.5247524752475248, 0.46464646464646464, 0.5241935483870968, 0.5284552845528455, 0.5769230769230769, 0.5655737704918032, 0.5118898623279099]"	"[0.5483296213808463, 0.6278026905829597, 0.5739837398373984, 0.5503355704697986, 0.621301775147929, 0.5803722504230119, 0.5688073394495413, 0.5762925598991173, 0.569620253164557, 0.5855263157894737, 0.4912731006160164]"	230	2076	1456	"[215, 355, 631, 115, 123, 101, 99, 124, 123, 156, 122, 1598]"	"[2245, 223, 1845, 149, 169, 591, 436, 793, 237, 152, 1948]"	12	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:104960"
"48"	"ENSMUSG00000037613"	0.709000328258764	4.35043803969613	9.07194116762652	1.27880825493081e-07	6.52972703315843e-06	7.77341572015682	"UPF3B_vs_Control"	"Tnfrsf23"	"tumor necrosis factor receptor superfamily, member 23"	"79201"	"protein-coding"	700.303639951664	0.394293056383323	0.132773623186818	2.96966405615471	0.00298125577737182	0.0372619424869496	"Tnfrsf23"	"79201"	"protein-coding"	"ENSMUST00000035742"	3353	3080.094	1.19135781124062	0.882125411502815	4.64761485227194	120.28351019382	4.13235418845173e-11	1.51026476782049e-08	1	"ENSMUST00000035742.14"	"1"	"0"	"1"	0.3	0.5625	0.475308641975309	0.476269498838367	"[0.5384615384615384, 0.43956043956043955, 0.46511627906976744, 0.4945652173913043, 0.5, 0.4744971264367816]"	"[0.42590404159773104, 0.4653679653679654, 0.42345167431963265, 0.4948453608247423, 0.4398848092152628]"	16	324	3013	"[91, 91, 129, 184, 74, 2784]"	"[4231, 1386, 8929, 776, 1389]"	6	229	0	""	""	NA	"Two"	"nonsense_mediated_decay"	"NIF+"	"MGI:MGI:1930269"
"49"	"ENSMUSG00000022620"	0.590657200437616	5.68324590611644	8.89204922670466	1.66655172512465e-07	8.05574069442475e-06	7.37090681263475	"UPF3B_vs_Control"	"Arsa"	"arylsulfatase A"	"11883"	"protein-coding"	3860.41799050742	0.340345308987497	0.0649014925386306	5.24402899956295	1.57107490256837e-07	1.17228175436756e-05	"Arsa"	"11883"	"protein-coding"	"ENSMUST00000165199"	3492	3219.094	3.39207989055563	0.761454126801271	4.59649080458271	109.97765259022	1.05445169606623e-10	3.15050155292548e-08	1	"ENSMUST00000165199.8"	"0"	"1"	"0"	0.6	0.586435070306038	0.592373438527285	0.477690288713911	"[0.5471014492753623, 0.5940766550522648, 0.6348547717842323, 0.6164383561643836, 0.5588235294117647, 0.544, 0.640625, 0.5339805825242718, 0.511090573012939]"	"[0.42105263157894735, 0.5310344827586206, 0.6120689655172413, 0.6753246753246753, 0.5080213903743316, 0.5913978494623656, 0.5531914893617021, 0.6306306306306306]"	1209	1521	762	"[276, 1148, 241, 219, 170, 125, 128, 103, 1082]"	"[494, 145, 116, 77, 187, 93, 235, 111]"	9	NA	3	"[0.42528735632183906, 0.48299319727891155, 0.49019607843137253]"	"[87, 147, 51]"	147	"One"	"protein_coding"	"NIF+"	"MGI:MGI:88077"
"50"	"ENSMUSG00000062901"	0.981615677557629	0.761350056788781	8.75696670780039	2.03820066005724e-07	9.39299592321296e-06	7.17595443675702	"UPF3B_vs_Control"	"Klhl24"	"kelch-like 24"	"75785"	"protein-coding"	430.762198706964	0.700623487393997	0.181807963810967	3.85364575185752	0.000116371934809502	0.00319909994750552	"Klhl24"	"75785"	"protein-coding"	"ENSMUST00000023509"	8172	7899.094	1.1185249443345	0.991029973355825	3.76178769275318	133.616475902748	1.35202183397666e-11	5.76482393022571e-09	1	"ENSMUST00000023509.5"	"0"	"0"	"1"	0.3	0.511811023622047	0.454797559622851	0.391659852820932	"[0.6615384615384615, 0.36507936507936506, 0.45769622833843016, 0.44324324324324327, 0.3949579831932773, 0.4444444444444444, 0.48148148148148145, 0.39312856238125393]"	"[0.4185185185185185, 0.388671875, 0.4104380511782565, 0.3339191564147627, 0.3967828418230563, 0.43546030199707747, 0.428078250863061]"	254	1803	6115	"[130, 63, 981, 185, 119, 189, 189, 6316]"	"[4320, 4608, 6917, 1138, 1865, 2053, 2607]"	8	NA	0	""	""	NA	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1923035"
"51"	"ENSMUSG00000025779"	1.04355985395381	3.39298255308197	8.48428553542482	3.08013258499341e-07	1.32934611088843e-05	6.9848919313937	"UPF3B_vs_Control"	"Ly96"	"lymphocyte antigen 96"	"17087"	"protein-coding"	347.387459463393	0.662814596106339	0.175237627631882	3.78237599460488	0.000155338484324807	0.00398340857477876	"Ly96"	"17087"	"protein-coding"	"ENSMUST00000026881"	632	359.682	1.08147584835207	1.05974335354438	1.80838754449007	55.5448826464254	7.69299018094057e-08	9.1010741929607e-06	1	"ENSMUST00000026881.11"	"0"	"1"	"0"	0.3	0.413333333333333	0.399585921325052	0.297297297297297	"[0.4117647058823529, 0.3888888888888889, 0.3875968992248062, 0.3584905660377358, 0.37572254335260113]"	"[0.43178851174934724, 0.42057421571887815, 0.4313202514764717, 0.41456582633053224]"	75	483	74	"[187, 90, 129, 53, 173]"	"[3064, 9021, 5249, 3213]"	5	NA	1	"[0.38461538461538464]"	"[39]"	39	"One"	"protein_coding"	"NIF+"	"MGI:MGI:1341909"
